id,canonicalSmiles,inchiKey,drugType,blackBoxWarning,name,yearOfFirstApproval,maximumClinicalTrialPhase,parentId,hasBeenWithdrawn,isApproved,tradeNames,synonyms,crossReferences,childChemblIds,linkedDiseases,linkedTargets,description
CHEMBL750,NS(=O)(=O)Cc1noc2ccccc12,UBQNRHZMVUUOMG-UHFFFAOYSA-N,Small molecule,False,ZONISAMIDE,2000.0,4.0,,False,True,['Zonegran' 'Zonisade' 'Zonisamide'],"['AD-810' 'CI-912' 'Excegran' 'N03AX15' 'PD-110843' 'Zonisade'
 'Zonisamide']","[('DailyMed', array(['zonisamide'], dtype=object)), ('EMA', array(['https://www.ema.europa.eu/en/medicines/human/EPAR/zonegran'],
      dtype=object)), ('PubChem', array(['144205122', '49666067', '90341782'], dtype=object)), ('Wikipedia', array(['Zonisamide'], dtype=object)), ('drugbank', array(['DB00909'], dtype=object)), ('chEBI', array(['10127'], dtype=object))]",['CHEMBL1514931' 'CHEMBL1596271'],"{'rows': array(['EFO_0004238', 'HP_0001250', 'EFO_0003768', 'EFO_0004319',
       'MONDO_0002046', 'EFO_0001073', 'MONDO_0005090', 'EFO_0003108',
       'EFO_0000474', 'EFO_0004566', 'HP_0007359', 'MONDO_0005180',
       'MONDO_0007079', 'EFO_0005203', 'EFO_0004263', 'EFO_1001254',
       'MONDO_0005277', 'EFO_0005411', 'EFO_0002610', 'EFO_1000877'],
      dtype=object), 'count': 20}","[ENSG00000144285,ENSG00000183873,ENSG00000007314,ENSG00000136546,ENSG00000136531,ENSG00000169432,ENSG00000153253,ENSG00000168356,ENSG00000196876,ENSG00000185313]",Small molecule drug with a maximum clinical trial phase of IV (across all indications) that was first approved in 2000 and has 4 approved and 16 investigational indications.
CHEMBL917,O=c1[nH]c(=O)n([C@H]2C[C@H](O)[C@@H](CO)O2)cc1F,ODKNJVUHOIMIIZ-RRKCRQDMSA-N,Small molecule,True,FLOXURIDINE,1970.0,4.0,,False,True,['F.u.d.r.' 'Floxuridine' 'Fudr'],"['5-Fluoro-2-deoxyuridine' '5-fudr' 'FUDR' 'Floxuridine'
 'Fluoruridine deoxyribose' 'NSC-27640']","[('DailyMed', array(['floxuridine'], dtype=object)), ('PubChem', array(['124886843', '144204443', '170465247', '29215018', '29215019',
       '50104188', '855946', '93576919'], dtype=object)), ('Wikipedia', array(['Floxuridine'], dtype=object)), ('drugbank', array(['DB00322'], dtype=object)), ('chEBI', array(['60761'], dtype=object))]",,"{'rows': array(['EFO_0005221', 'EFO_0000365', 'MONDO_0001056', 'EFO_1001951',
       'EFO_0000503', 'MONDO_0021063', 'EFO_0000182', 'EFO_0004142',
       'MONDO_0002158', 'MONDO_0007576', 'MONDO_0002691', 'MONDO_0008170',
       'MONDO_0004992', 'MONDO_0002087', 'EFO_1001961', 'EFO_0004243',
       'EFO_1000657', 'EFO_0000616', 'MONDO_0011719'], dtype=object), 'count': 19}",[ENSG00000176890],Small molecule drug with a maximum clinical trial phase of IV (across all indications) that was first approved in 1970 and is indicated for cancer and neoplasm and has 17 investigational indications. This drug has a black box warning from the FDA.
CHEMBL10188,CC[C@H](NC(=O)c1c(O)c(-c2ccccc2)nc2ccccc12)c1ccccc1,BIAVGWDGIJKWRM-FQEVSTJZSA-N,Small molecule,False,TALNETANT,,2.0,,False,False,[],['SB-2234' 'SB-223412' 'Sb-223412' 'Talnetant'],,['CHEMBL2146089'],"{'rows': array(['EFO_0000555', 'MONDO_0005090'], dtype=object), 'count': 2}",[ENSG00000169836],Small molecule drug with a maximum clinical trial phase of II (across all indications) and has 2 investigational indications.
CHEMBL1051,CC(C)OC(=O)CCC/C=C\C[C@@H]1[C@@H](CC[C@@H](O)CCc2ccccc2)[C@H](O)C[C@@H]1O,GGXICVAJURFBLW-CEYXHVGTSA-N,Small molecule,False,LATANOPROST,1996.0,4.0,,False,True,['Latanoprost' 'Monopost' 'Xalatan' 'Xelpros'],"['Iyuzeh' 'Latanoprost' 'Latanoprost (isopropyl ester)' 'PHXA-41' 'PHXA41'
 'T-2345' 'T2345' 'XA-41' 'XA41']","[('DailyMed', array(['latanoprost'], dtype=object)), ('PubChem', array(['26719861'], dtype=object)), ('Wikipedia', array(['Latanoprost'], dtype=object)), ('drugbank', array(['DB00654'], dtype=object)), ('chEBI', array(['6384'], dtype=object))]",,"{'rows': array(['MONDO_0005041', 'EFO_0004190', 'EFO_1001069', 'EFO_0004208',
       'EFO_0006862', 'EFO_0000537'], dtype=object), 'count': 6}",[ENSG00000122420],Small molecule drug with a maximum clinical trial phase of IV (across all indications) that was first approved in 1996 and has 4 approved and 2 investigational indications.
CHEMBL1088750,CC(C)Cn1ncc2cc(Oc3ccc(F)cc3F)c(C(=O)NCCN(C)C)cc21,IFGWYHGYNVGVRB-UHFFFAOYSA-N,Small molecule,False,ARRY-797,,3.0,,False,False,[],['ARRY-371797' 'ARRY-797' 'Arry-797'],,,"{'rows': array(['EFO_0000407', 'EFO_0003898', 'EFO_0010072', 'EFO_0000685',
       'EFO_0004616'], dtype=object), 'count': 5}",[ENSG00000112062],Small molecule drug with a maximum clinical trial phase of III (across all indications) and has 5 investigational indications.
CHEMBL1200326,COC(=O)C1=C(C)NC(C)=C(C(=O)OCCN(C)Cc2ccccc2)C1c1cccc([N+](=O)[O-])c1.Cl,AIKVCUNQWYTVTO-UHFFFAOYSA-N,Small molecule,False,NICARDIPINE HYDROCHLORIDE,1988.0,4.0,CHEMBL1484,False,True,['Cardene' 'Cardene sr' 'Nicardipine hydrochloride'],"['Barizin' 'Cardepine' 'Dacarel' 'Lecibra' 'Lecibral' 'Lescodil' 'Loxen'
 'NSC-757855' 'Nerdipina' 'Nicant' 'Nicapress' 'Nicardal'
 'Nicardipine hcl' 'Nicardipine hydrochloride' 'Nicarpin' 'Nicodel'
 'Nimicor' 'Perdipina' 'Perdipine' 'RS-69216' 'RS-69216-XX-07-0'
 'RS-69216XX07-0' 'Ranvil' 'Ridene' 'Rycarden' 'Rydene' 'Vasodin'
 'Vasonase' 'YC-93']","[('DailyMed', array(['nicardipine%20hydrochloride'], dtype=object)), ('PubChem', array(['144212149', '26747578', '26747579', '50106640', '50106641',
       '50106642'], dtype=object))]",,"{'rows': array(['EFO_1000994', 'EFO_0000319', 'EFO_0000537', 'EFO_0005669'],
      dtype=object), 'count': 4}","[ENSG00000151067,ENSG00000081248,ENSG00000157388,ENSG00000102001]",Small molecule drug with a maximum clinical trial phase of IV (across all indications) that was first approved in 1988 and is indicated for hypertension and has 3 investigational indications.
CHEMBL1200383,CN1[C@@H]2CC[C@H]1C[C@@H](OC(c1ccccc1)c1ccccc1)C2.CS(=O)(=O)O,CPFJLLXFNPCTDW-BWSPSPBFSA-N,Small molecule,False,BENZTROPINE MESYLATE,1954.0,4.0,CHEMBL1201203,False,True,['Benztropine mesylate' 'Cogentin'],"['Benzatropine mesilate' 'Benztropine mesilate' 'Benztropine mesylate'
 'Benztropine methanesulfonate' 'NSC-169913']","[('DailyMed', array(['benztropine%20mesylate'], dtype=object)), ('PubChem', array(['144203579'], dtype=object)), ('chEBI', array(['3049'], dtype=object))]",,"{'rows': array(['MONDO_0005180', 'HP_0003418', 'EFO_0009387'], dtype=object), 'count': 3}",[ENSG00000168539],Small molecule drug with a maximum clinical trial phase of IV (across all indications) that was first approved in 1954 and is indicated for parkinson disease and has 2 investigational indications.
CHEMBL1201044,Cc1ccccc1N1CCN(CCc2nnc3n2CCCC3)CC1.Cl,ZIODNPFQZIHCOE-UHFFFAOYSA-N,Small molecule,False,DAPIPRAZOLE HYDROCHLORIDE,1990.0,4.0,CHEMBL1201216,False,True,['Dapiprazole hydrochloride'],"['AF 2139' 'AF-2139' 'Dapiprazole hcl' 'Dapiprazole hydrochloride'
 'Dapiprazole monohydrochloride']","[('PubChem', array(['144206586', '170466549'], dtype=object))]",,"{'rows': array(['HP_0011499', 'EFO_0004190'], dtype=object), 'count': 2}",[ENSG00000120907],Small molecule drug with a maximum clinical trial phase of IV (across all indications) that was first approved in 1990 and is indicated for mydriasis and open-angle glaucoma.
CHEMBL1201185,CC(C)[C@@H]1NC(=O)[C@H](CCCCN)NC(=O)[C@@H](Cc2c[nH]c3ccccc23)NC(=O)[C@H](Cc2ccc(O)cc2)NC(=O)[C@@H](NC(=O)[C@H](N)Cc2ccc3ccccc3c2)CSSC[C@@H](C(=O)N[C@H](C(N)=O)[C@@H](C)O)NC1=O,PUDHBTGHUJUUFI-SCTWWAJVSA-N,Protein,False,LANREOTIDE,2007.0,4.0,,False,True,['Somatuline autogel' 'Somatuline la'],['Angiopeptin' 'Lanreotide'],"[('Wikipedia', array(['Lanreotide'], dtype=object))]",['CHEMBL1201184'],"{'rows': array(['EFO_1001485', 'EFO_0004243', 'EFO_1001901', 'EFO_0000182',
       'EFO_1000852', 'HP_0002014', 'EFO_1001466', 'EFO_1001471',
       'EFO_1001769', 'EFO_1001307', 'EFO_1001095', 'EFO_1000852',
       'EFO_0009431', 'EFO_1000478', 'MONDO_0008315', 'MONDO_0024503',
       'EFO_1001496', 'MONDO_0004565', 'MONDO_0044937', 'HP_0003074',
       'EFO_1001485', 'EFO_0000616', 'EFO_0003769'], dtype=object), 'count': 23}","[ENSG00000180616,ENSG00000162009]",Protein drug with a maximum clinical trial phase of IV (across all indications) that was first approved in 2007 and is indicated for acromegaly and carcinoid syndrome and has 21 investigational indications.
CHEMBL1214827,CC(C)c1cc(C(=O)N2Cc3ccc(CN4CCN(C)CC4)cc3C2)c(O)cc1O,IFRGXKKQHBVPCQ-UHFFFAOYSA-N,Small molecule,False,ONALESPIB,,2.0,,False,False,[],['ATI-13387X' 'ATI13387X' 'At-13387' 'At13387' 'Onalespib'],"[('drugbank', array(['DB06306'], dtype=object))]",['CHEMBL3301599'],"{'rows': array(['MONDO_0007254', 'EFO_0003060', 'EFO_0003060', 'EFO_0000616',
       'EFO_0005537', 'MONDO_0008315'], dtype=object), 'count': 6}","[ENSG00000080824,ENSG00000096384]",Small molecule drug with a maximum clinical trial phase of II (across all indications) and has 5 investigational indications.
CHEMBL1371,O=c1[nH]c2cc(Cl)ccc2o1,TZFWDZFKRBELIQ-UHFFFAOYSA-N,Small molecule,False,CHLORZOXAZONE,1958.0,4.0,,False,True,"['Chlorzoxazone' 'Paraflex' 'Parafon Forte' 'Parafon forte dsc'
 'Parafon-Forte' 'Strifon forte dsc']",['Chlorzoxazone' 'NSC-26189'],"[('DailyMed', array(['chlorzoxazone'], dtype=object)), ('PubChem', array(['11110945', '11110946', '144203656', '170464957', '50106005',
       '8139927', '85230968', '90340987'], dtype=object)), ('Wikipedia', array(['Chlorzoxazone'], dtype=object)), ('drugbank', array(['DB00356'], dtype=object)), ('chEBI', array(['3655'], dtype=object))]",,,[ENSG00000104783],Small molecule drug with a maximum clinical trial phase of IV that was first approved in 1958.
CHEMBL1706,Cl.c1ccc2c(CC3=NCCN3)cccc2c1,DJDFFEBSKJCGHC-UHFFFAOYSA-N,Small molecule,False,NAPHAZOLINE HYDROCHLORIDE,1971.0,4.0,CHEMBL761,False,True,"['Albalon' 'Antistin-privine' 'Gppe nsl soln' 'Nafazair' 'Naphaz hcl'
 'Naphazoline hydrochloride' 'Naphcon forte' 'Opcon' 'Vasocon']","['NSC-35711' 'Naphazoline HCl' 'Naphazoline hcl'
 'Naphazoline hydrochloride' 'Naphazoline nitrate']","[('DailyMed', array(['naphazoline%20hydrochloride'], dtype=object)), ('PubChem', array(['56422379', '855777'], dtype=object)), ('chEBI', array(['7470'], dtype=object))]",,"{'rows': array(['EFO_0000678', 'MP_0001845', 'HP_0001742', 'EFO_0007328',
       'EFO_0003956', 'EFO_0007214', 'EFO_0007486'], dtype=object), 'count': 7}","[ENSG00000120907,ENSG00000150594,ENSG00000184160,ENSG00000171873,ENSG00000170214,ENSG00000274286]",Small molecule drug with a maximum clinical trial phase of IV (across all indications) that was first approved in 1971 and has 4 approved and 3 investigational indications.
CHEMBL2037511,CC[C@H](C)[C@@H]1C(=O)N[C@H](C2Cc3ccccc3C2)C(=O)N1[C@@H](C(=O)N1CCOCC1)c1ccc(C)nc1C,UWHCWRQFNKUYCG-QUZACWSFSA-N,Small molecule,False,EPELSIBAN,,2.0,,False,False,[],['Epelsiban' 'GSK-557296' 'GSK557296' 'GSK557296B' 'Gsk557296'],"[('drugbank', array(['DB11934'], dtype=object))]",['CHEMBL2105736'],"{'rows': array(['EFO_1001757', 'EFO_0803321'], dtype=object), 'count': 2}",[ENSG00000180914],Small molecule drug with a maximum clinical trial phase of II (across all indications) and has 2 investigational indications.
CHEMBL2108147,,,Enzyme,False,STREPTOKINASE,1997.0,4.0,,False,True,['Kabikinase'],['Streptokinase' 'Streptokinase c'],,,"{'rows': array(['EFO_1000652', 'EFO_1001375', 'HP_0004419', 'EFO_0000612',
       'HP_0002140', 'EFO_0008583', 'HP_0004936'], dtype=object), 'count': 7}",[ENSG00000122194],Enzyme drug with a maximum clinical trial phase of IV (across all indications) that was first approved in 1997 and is indicated for recurrent thrombophlebitis and has 6 investigational indications.
CHEMBL2109321,,,Antibody,False,CAROTUXIMAB,,3.0,,False,False,[],['Carotuximab' 'DE-122' 'TRC-105' 'Trc105' 'c-SN6j'],,,"{'rows': array(['MONDO_0007254', 'EFO_0000349', 'MONDO_0004992', 'EFO_1001968',
       'EFO_0000640', 'EFO_0002499', 'MONDO_0003268', 'EFO_0003968',
       'EFO_1001111', 'MONDO_0008903', 'EFO_0003060', 'EFO_1001465',
       'MONDO_0008315', 'EFO_0009708', 'EFO_0000681', 'EFO_0000519',
       'EFO_0002893', 'EFO_0001365', 'EFO_0000616', 'EFO_0002501',
       'EFO_0000182'], dtype=object), 'count': 21}",[ENSG00000106991],Antibody drug with a maximum clinical trial phase of III (across all indications) and has 21 investigational indications.
CHEMBL2109643,,,Antibody,False,F19 131I,,3.0,,False,False,[],['BIBH-1' 'F19' 'F19 131i'],,,"{'rows': array(['EFO_1001951'], dtype=object), 'count': 1}",[ENSG00000078098],Antibody drug with a maximum clinical trial phase of III and has 1 investigational indication.
CHEMBL2110580,COc1cccc2c1C(=O)c1c(O)c3c(c(O)c1C2=O)C[C@@](O)(C(=O)CO)C[C@@H]3O[C@H]1C[C@H](N)[C@H](OCc2ccccc2)[C@H](C)O1,FIGNGSHKNAHTSH-JJMFXPFOSA-N,Small molecule,False,BERUBICIN,,2.0,,False,False,[],['Berubicin'],,['CHEMBL2103796'],"{'rows': array(['EFO_0000519', 'MONDO_0100342', 'EFO_0000519', 'EFO_0005543',
       'EFO_0000313'], dtype=object), 'count': 5}","[ENSG00000131747,ENSG00000077097]",Small molecule drug with a maximum clinical trial phase of II (across all indications) and has 5 investigational indications.
CHEMBL218490,CCN[C@H]1C[C@H](C)S(=O)(=O)c2sc(S(N)(=O)=O)cc21,IAVUPMFITXYVAF-XPUUQOCRSA-N,Small molecule,False,DORZOLAMIDE,1994.0,4.0,,False,True,['Dorzant' 'Trusopt'],"['Dorzolamide' 'Dorzolamide, trans-(-)-' 'MK-507' 'Trusopt']","[('Wikipedia', array(['Dorzolamide'], dtype=object)), ('drugbank', array(['DB00869'], dtype=object)), ('chEBI', array(['4702'], dtype=object))]",['CHEMBL1201162'],"{'rows': array(['EFO_0004190', 'EFO_1001069', 'MONDO_0005041', 'MONDO_0005041',
       'EFO_0004190', 'EFO_0004683', 'EFO_1001069'], dtype=object), 'count': 7}",[ENSG00000104267],Small molecule drug with a maximum clinical trial phase of IV (across all indications) that was first approved in 1994 and has 3 approved and 3 investigational indications.
CHEMBL259209,CCN(CC)C(=O)C1(c2ccccc2)CC1CN,GJJFMKBJSRMPLA-UHFFFAOYSA-N,Small molecule,True,MILNACIPRAN,2009.0,4.0,,False,True,[],['Impulsor' 'Midalcipran' 'Milnacipran'],"[('drugbank', array(['DB04896'], dtype=object))]",['CHEMBL4297064' 'CHEMBL3527085'],"{'rows': array(['EFO_0005762', 'HP_0003419', 'EFO_0005687', 'MONDO_0002050',
       'EFO_0000555', 'HP_0003418', 'EFO_0003100', 'EFO_0005687',
       'MONDO_0002009'], dtype=object), 'count': 9}","[ENSG00000103546,ENSG00000108576]",Small molecule drug with a maximum clinical trial phase of IV (across all indications) that was first approved in 2009 and has 3 approved and 6 investigational indications. This drug has a black box warning from the FDA.
CHEMBL301742,NC[C@H](CC(=O)O)c1ccc(Cl)cc1,KPYSYYIEGFHWSV-QMMMGPOBSA-N,Small molecule,False,ARBACLOFEN,,3.0,,False,False,[],"['(r)-baclofen' 'Arbaclofen' 'Baclofen (r)-form' 'Baclofen, (r)-'
 'Baclofen, r(-)-' 'Baclofen, r-' 'D-baclofen' 'R-(-)-baclofen' 'STX-209'
 'STX209']","[('PubChem', array(['11113710'], dtype=object)), ('drugbank', array(['DB08891'], dtype=object))]",,"{'rows': array(['EFO_0003756', 'MONDO_0010383', 'HP_0001257'], dtype=object), 'count': 3}","[ENSG00000204681,ENSG00000136928]",Small molecule drug with a maximum clinical trial phase of III (across all indications) and has 3 investigational indications.
CHEMBL3545168,,,Small molecule,False,IMD-1041,,2.0,,False,False,[],['Imd-1041'],,,"{'rows': array(['EFO_0000341'], dtype=object), 'count': 1}",[ENSG00000104365],Small molecule drug with a maximum clinical trial phase of II and has 1 investigational indication.
CHEMBL3545374,,,Antibody,False,TREVOGRUMAB,,2.0,,False,False,[],"['Human igg4 anti-myostatin mab' 'REGN-1033' 'REGN1033' 'SAR-391786'
 'SAR391786' 'Trevogrumab']",,,"{'rows': array(['EFO_1000653', 'EFO_0007323'], dtype=object), 'count': 2}",[ENSG00000138379],Antibody drug with a maximum clinical trial phase of II (across all indications) and has 2 investigational indications.
CHEMBL4297884,,,Antibody,False,PEPINEMAB,,2.0,,False,False,[],"['Anti-sema4d monoclonal antibody vx15/2503' 'Pepinemab' 'VX-15'
 'VX-152503' 'VX15' 'VX15/2503' 'Vx15/2503']","[('USAN', array(['https://searchusan.ama-assn.org/finder/usan/search/PEPINEMAB/relevant/1/'],
      dtype=object))]",,"{'rows': array(['MONDO_0004975', 'EFO_0000616', 'EFO_0000181', 'EFO_0003060',
       'EFO_0000389', 'MONDO_0007254', 'EFO_0000637', 'MONDO_0007739',
       'MONDO_0005301'], dtype=object), 'count': 9}",[ENSG00000187764],Antibody drug with a maximum clinical trial phase of II (across all indications) and has 9 investigational indications.
CHEMBL450,CCC1(CC)C(=O)NC(=O)N(C)C1=O,FWJKNZONDWOGMI-UHFFFAOYSA-N,Small molecule,False,METHARBITAL,1982.0,4.0,,False,True,['Gemonil'],['Endiemal' 'Metharbital' 'Metharbital ciii' 'Metharbitone' 'NSC-27156'],"[('PubChem', array(['144206305'], dtype=object)), ('Wikipedia', array(['Metharbital'], dtype=object)), ('drugbank', array(['DB00463'], dtype=object))]",,"{'rows': array(['EFO_0000474'], dtype=object), 'count': 1}","[ENSG00000022355,ENSG00000145864,ENSG00000113327,ENSG00000166206,ENSG00000109158,ENSG00000182256,ENSG00000268089,ENSG00000011677,ENSG00000094755,ENSG00000187730,ENSG00000163285,ENSG00000163288,ENSG00000102287,ENSG00000151834,ENSG00000186297,ENSG00000145863]",Small molecule drug with a maximum clinical trial phase of IV that was first approved in 1982 and is indicated for epilepsy.
CHEMBL4585668,CS(=O)(=O)c1ccc(Oc2cc(F)cc(C#N)c2)c2c1[C@H](O)[C@H](F)[C@@H]2F,LOMMPXLFBTZENJ-ZACQAIPSSA-N,Small molecule,True,BELZUTIFAN,2021.0,4.0,,False,True,['Welireg'],"['Belzutifan' 'MK-6482' 'MK6482' 'Mk-6482' 'PT-2977' 'PT2977' 'Pt 2977'
 'Pt2977']","[('USAN', array(['https://searchusan.ama-assn.org/finder/usan/search/BELZUTIFAN/relevant/1/'],
      dtype=object))]",,"{'rows': array(['EFO_1000045', 'EFO_0000616', 'MONDO_0008315', 'EFO_0000681',
       'EFO_0003884', 'EFO_0001421', 'EFO_0000349', 'MONDO_0016748',
       'MONDO_0008667'], dtype=object), 'count': 9}",[ENSG00000116016],Small molecule drug with a maximum clinical trial phase of IV (across all indications) that was first approved in 2021 and has 6 approved and 3 investigational indications. This drug has a black box warning from the FDA.
CHEMBL464,CCOC(=O)/C=C(C)/C=C/C=C(C)/C=C/c1c(C)cc(OC)c(C)c1C,HQMNCQVAMBCHCO-DJRRULDNSA-N,Small molecule,False,ETRETINATE,1986.0,4.0,,True,True,['Tegison' 'Tigason'],"['Acitretin related compound b' 'Ethyl etrinoate' 'Etretinate'
 'NSC-297936' 'RO 10-9359' 'RO-10-9359' 'RO-109359']","[('PubChem', array(['144206054', '170465372', '50112753'], dtype=object)), ('Wikipedia', array(['Etretinate'], dtype=object)), ('chEBI', array(['4913'], dtype=object))]",,"{'rows': array(['EFO_0000676'], dtype=object), 'count': 1}","[ENSG00000204231,ENSG00000172819,ENSG00000143171,ENSG00000077092,ENSG00000131759,ENSG00000186350]",Small molecule drug with a maximum clinical trial phase of IV that was first approved in 1986 and is indicated for psoriasis. It was withdrawn in at least one region.
CHEMBL4650437,,,Antibody,False,EBDAROKIMAB,,3.0,,False,False,[],['AK-101' 'AK101' 'Ak101' 'Ebdarokimab'],,,"{'rows': array(['EFO_1001494', 'EFO_0000676'], dtype=object), 'count': 2}","[ENSG00000113302,ENSG00000110944,ENSG00000168811]",Antibody drug with a maximum clinical trial phase of III (across all indications) and has 2 investigational indications.
CHEMBL582857,COc1ccc(S(=O)(=O)N2C(=O)[C@@](c3ccccc3OC)(N3C[C@H](O)C[C@H]3C(=O)N(C)C)c3cc(Cl)ccc32)c(OC)c1,NJXZWIIMWNEOGJ-WEWKHQNJSA-N,Small molecule,False,NELIVAPTAN,,2.0,,False,False,[],"['Nelivaptan' 'SR-149415' 'SSR-149,415' 'SSR-149415' 'SSR149415'
 'Ssr149415']","[('PubChem', array(['144210560'], dtype=object)), ('Wikipedia', array(['Nelivaptan'], dtype=object)), ('drugbank', array(['DB12643'], dtype=object))]",['CHEMBL1098000'],"{'rows': array(['MONDO_0002050', 'EFO_0005230'], dtype=object), 'count': 2}",[ENSG00000198049],Small molecule drug with a maximum clinical trial phase of II (across all indications) and has 2 investigational indications.
CHEMBL981,CC(C)(Oc1ccc(C(=O)c2ccc(Cl)cc2)cc1)C(=O)O,MQOBSOSZFYZQOK-UHFFFAOYSA-N,Small molecule,False,FENOFIBRIC ACID,2009.0,4.0,,False,True,"['Fenocor-67' 'Fenogal' 'Fibricor' 'Lipanthyl' 'Lipofen' 'Lofibra'
 'Supralip' 'Trilipix']","['Fenofibrate free acid' 'Fenofibrate related compound b'
 'Fenofibric acid' 'LF-153' 'NSC-281318' 'Procetofenic acid']","[('DailyMed', array(['fenofibric%20acid'], dtype=object)), ('drugbank', array(['DB13873'], dtype=object)), ('chEBI', array(['83469'], dtype=object))]",['CHEMBL1201745'],"{'rows': array(['EFO_0000319', 'EFO_0004211', 'MONDO_0001751', 'HP_0003124',
       'EFO_0001645', 'MONDO_0007079', 'HP_0003124', 'Orphanet_309005',
       'EFO_0002939', 'Orphanet_79211', 'MONDO_0005148'], dtype=object), 'count': 11}",[ENSG00000186951],Small molecule drug with a maximum clinical trial phase of IV (across all indications) that was first approved in 2009 and has 3 approved and 8 investigational indications.
CHEMBL1200426,CN1CCCC(CC2c3ccccc3Sc3ccccc32)C1.Cl.O,RAOHHYUBMJLHNC-UHFFFAOYSA-N,Small molecule,False,METHIXENE HYDROCHLORIDE,1982.0,4.0,CHEMBL1201342,False,True,['Metixen' 'Tremaril' 'Tremarit' 'Tremonil' 'Trest'],"['Anhydrous metixene hydrochloride' 'Methixene hcl'
 'Methixene hydrochloride' 'Methixene hydrochloride anhydrous'
 'Metixene hydrochloride' 'Metixene hydrochloride anhydrous' 'NSC-78194'
 'SJ 1977' 'SJ-1977']","[('PubChem', array(['56463218'], dtype=object)), ('chEBI', array(['51025'], dtype=object))]",,,"[ENSG00000168539,ENSG00000147246]",Small molecule drug with a maximum clinical trial phase of IV that was first approved in 1982.
CHEMBL1200759,Cl.O=C1CN2Cc3c(ccc(Cl)c3Cl)N=C2N1,TVWRQCIPWUCNMI-UHFFFAOYSA-N,Small molecule,False,ANAGRELIDE HYDROCHLORIDE,1997.0,4.0,CHEMBL760,False,True,"['Agrelin' 'Agrylin' 'Anagrelide hydrochloride' 'Anagrelide mylan'
 'Xagrid']","['Anagrelide hcl' 'Anagrelide hydrochloride'
 'Anagrelide hydrochloride hydrate' 'Anagrelide hydrochloride monohydrate'
 'BL-4162A' 'BMY-26538-01' 'NSC-724577' 'NSC-759170' 'Thromboreductin']","[('DailyMed', array(['anagrelide%20hydrochloride'], dtype=object)), ('EMA', array(['https://www.ema.europa.eu/en/medicines/human/EPAR/anagrelide-mylan'],
      dtype=object)), ('PubChem', array(['49681599'], dtype=object)), ('chEBI', array(['55345'], dtype=object))]",,"{'rows': array(['MONDO_0000831', 'EFO_0000479', 'EFO_0004251', 'HP_0004419'],
      dtype=object), 'count': 4}","[ENSG00000172572,ENSG00000152270]",Small molecule drug with a maximum clinical trial phase of IV (across all indications) that was first approved in 1997 and has 4 approved indications.
CHEMBL1200895,NNCCc1ccccc1.O=S(=O)(O)O,RXBKMJIPNDOHFR-UHFFFAOYSA-N,Small molecule,True,PHENELZINE SULFATE,1961.0,4.0,CHEMBL1089,False,True,['Nardil' 'Phenelzine sulfate'],"['NSC-170957' 'Phenelzine acid sulfate' 'Phenelzine sulfate'
 'Phenelzine sulphate']","[('DailyMed', array(['phenelzine%20sulfate'], dtype=object)), ('PubChem', array(['11533068', '144203787', '144207332', '170465229', '26747636',
       '26747637', '49681616', '50106853'], dtype=object)), ('chEBI', array(['8061'], dtype=object))]",,"{'rows': array(['EFO_0000673', 'MONDO_0007254'], dtype=object), 'count': 2}","[ENSG00000189221,ENSG00000069535]",Small molecule drug with a maximum clinical trial phase of IV (across all indications) that was first approved in 1961 and has 2 investigational indications. This drug has a black box warning from the FDA.
CHEMBL1200984,CCOC(=O)C1=C(COCCN)NC(C)=C(C(=O)OC)C1c1ccccc1Cl.O=C(O)/C=C\C(=O)O,TZNOWAJJWCGILX-BTJKTKAUSA-N,Small molecule,False,AMLODIPINE MALEATE,2003.0,4.0,CHEMBL1491,False,True,['Amvaz'],"['Amlodipine maleate' 'UK-48,340-11' 'UK-48340-11']",,,,"[ENSG00000151067,ENSG00000081248,ENSG00000157388,ENSG00000102001]",Small molecule drug with a maximum clinical trial phase of IV that was first approved in 2003.
CHEMBL1206245,COc1cc(OC)c(/C=C/S(=O)(=O)Cc2ccc(OC)c(OP(=O)(O)O)c2)c(OC)c1,LXENKEWVEVKKGV-BQYQJAHWSA-N,Small molecule,False,BRICICLIB,,2.0,,False,False,[],['Briciclib' 'ON 014185' 'ON-014185' 'ON014185' 'On-013105'],"[('drugbank', array(['DB12004'], dtype=object))]",['CHEMBL3137303' 'CHEMBL1627071'],"{'rows': array(['EFO_0000220', 'EFO_0000616'], dtype=object), 'count': 2}",[ENSG00000110092],Small molecule drug with a maximum clinical trial phase of II (across all indications) and has 2 investigational indications.
CHEMBL1316,CC(C(=O)O)c1ccc2c(c1)[nH]c1ccc(Cl)cc12,PUXBGTOOZJQSKH-UHFFFAOYSA-N,Small molecule,False,CARPROFEN,1987.0,4.0,,False,True,['Rimadyl'],"['Carprofen' 'Carprofen for veterinary use' 'NSC-297935' 'RO 20-5720/000'
 'Ro-205720000']","[('PubChem', array(['144204916', '170464799', '26748565', '50085988'], dtype=object)), ('Wikipedia', array(['Carprofen'], dtype=object)), ('drugbank', array(['DB00821'], dtype=object)), ('chEBI', array(['364453'], dtype=object))]",,,[ENSG00000073756],Small molecule drug with a maximum clinical trial phase of IV that was first approved in 1987.
